date,RF,Mkt-RF,SMB,HML,RMW,CMA,UMD,IA,ROE,EG,MGMT,PERF,PEAD,FIN
199310,0.22,1.41,1.89,-2.76,0.57,0.6,-2.72,-0.5641,-1.4093,-1.4198,0.2417123,-0.1406197,-0.45,-1.02
199311,0.25,-1.89,-1.27,-0.74,2.23,-0.94,-4.74,-0.7507,-0.7095,0.1379,-0.6283207,-0.7526335,2.19,0.91
199312,0.23,1.65,1.4,0.32,1.16,-0.34,2.36,-0.2555,2.3869,2.2733,0.19904141,2.16041425,0.12,0.16
199401,0.25,2.87,-0.06,1.15,-1.66,1.43,0,1.1272,-0.922,0.9311,-0.2242487,-2.4575845,1.20,0.69
199402,0.21,-2.55,2.67,-1.54,2.14,-1,-0.3,-0.4691,2.6619,1.598,-1.1889836,3.19969069,0.35,-0.30
199403,0.27,-4.78,-1.04,1.6,0.69,1.28,-1.27,0.9681,0.2218,1.3513,2.74885414,-0.2146455,-1.00,2.69
199404,0.27,0.68,-1.01,1.66,1.07,1.11,0.39,1.2741,1.529,1.5131,0.94021965,-0.8405212,0.37,0.19
199405,0.31,0.58,-2.56,0.67,0.6,0.68,-2.19,0.512,-0.7588,1.4199,2.31548891,-4.4251167,0.99,-2.17
199406,0.31,-3.03,-0.5,1.67,1.21,1.47,-0.87,0.9202,0.1932,1.3288,3.8054794,-1.6662516,1.71,2.81
199407,0.28,2.82,-1.85,0.58,-0.65,0.14,0.18,0.4259,0.7148,-0.0945,0.70869714,-0.0980793,1.07,0.87
199408,0.37,4.01,1.37,-2.51,0.95,-1.47,1.55,-0.6915,2.061,2.6805,-3.5288956,3.4970781,-2.49,-0.09
199409,0.37,-2.31,2.8,-1.89,0.52,0.93,1.31,0.5879,1.0911,0.9738,0.8927092,3.53549992,0.87,0.37
199410,0.38,1.34,-2.3,-1.62,0.23,-0.68,1.49,0.1613,0.3556,2.448,-0.4832778,4.55441937,1.26,0.34
199411,0.37,-4.04,0.07,-0.7,0.42,-0.5,-0.18,-1.0042,1.3703,1.4457,0.05509485,2.81743798,0.32,1.74
199412,0.44,0.86,0,-0.13,0.37,0.38,3.48,1.2933,3.9844,3.7209,1.19227723,2.13106428,1.08,2.06
199501,0.42,1.8,-3.06,2.57,0.17,-0.75,-1.81,-0.0027,-0.063,1.1177,1.01010018,-1.928484,-0.87,1.64
199502,0.4,3.63,-0.54,1.08,0.59,-0.33,-0.39,-0.8485,0.5097,1.2099,-0.2609692,-1.5807673,-0.32,-1.16
199503,0.46,2.19,-0.51,-2.15,-0.17,0.22,0.43,0.1685,1.2654,0.7805,-0.0788881,2.22256167,-0.65,0.33
199504,0.44,2.11,-0.22,1.71,0.41,0.9,1.79,0.0068,0.142,3.4497,1.77789916,-0.3072607,0.98,0.67
199505,0.54,2.9,-2.19,2.29,0.39,0.04,-0.42,0.8586,-1.0066,1.4624,2.31914798,-2.8655625,0.70,2.59
199506,0.47,2.72,3.06,-2.54,-0.33,-2.44,2.93,-1.7465,2.1275,1.8099,-3.7411318,3.12932313,0.40,-3.49
199507,0.45,3.72,2.09,-1.62,0.3,-1.65,2.56,-2.5443,0.9451,0.3138,-3.6759645,2.54615146,1.73,-4.67
199508,0.47,0.55,1.75,2.79,-1.24,1.62,0.16,2.1996,0.1383,1.2954,2.03075917,-4.4629741,1.58,-0.79
199509,0.43,3.35,-1.88,-0.04,1.03,0.36,2.9,1.9328,1.3917,3.123,1.57113088,0.97143268,3.12,0.68
199510,0.47,-1.52,-4.04,-0.5,1.91,-0.05,4.16,0.7822,2.7798,4.4585,3.88193002,5.10380296,1.80,4.47
199511,0.42,3.96,-1.07,0.51,-0.62,1.12,-0.68,1.1261,-0.2398,-1.2715,1.31570669,-0.610311,-0.94,1.10
199512,0.49,1.03,0.72,0.22,-1.37,3.1,2.52,3.1163,0.2794,0.4029,4.02184492,-1.5864639,0.30,3.85
199601,0.43,2.26,-2.56,0.38,0.18,2.31,0.54,2.451,-1.5087,1.4014,2.58524404,-2.690858,-0.50,-0.53
199602,0.39,1.33,1.77,-1.08,0.24,-1.9,0.59,-0.9876,3.1394,0.7364,-1.8708325,3.22683361,-0.22,0.08
199603,0.39,0.73,1.61,0.35,1.42,-0.95,-1.84,-0.6897,0.2756,-1.3301,0.34085153,0.12650946,0.07,1.42
199604,0.46,2.06,4.71,-4.02,-0.14,-2.11,-0.88,-1.8073,2.8673,1.1731,-6.0907129,3.26440595,1.16,-5.25
199605,0.42,2.36,3.21,-0.83,0.12,-0.3,1.54,1.0265,1.864,-1.4379,-0.8881892,2.31231089,0.59,0.57
199606,0.4,-1.14,-3.65,2.35,3.51,1.22,0.98,1.7381,0.866,1.6996,4.62452041,0.08709121,-0.32,4.41
199607,0.45,-5.97,-3.81,5.14,2.95,2.6,-0.16,2.0165,2.415,2.9393,6.48373177,1.22612125,0.82,7.98
199608,0.41,2.77,2.57,-0.74,-0.37,-2.42,0.01,-1.8529,0.1305,-1.3704,-3.7854236,-0.6395874,0.05,-4.44
199609,0.44,5.01,-1.39,-2.72,1.27,-2.22,2.7,-1.7381,2.2071,2.9315,-2.1434574,2.00646125,1.60,-2.09
199610,0.42,0.86,-3.77,4.94,1.4,3.25,3.79,3.6633,1.8831,3.2184,5.93690306,0.95226298,1.77,5.33
199611,0.41,6.25,-3.8,1.39,2.12,-0.79,-2.37,-1.3109,0.8165,5.389,0.66958104,0.33371561,-0.91,1.07
199612,0.46,-1.7,3.25,1.31,0.37,1.49,0.63,1.2254,0.9371,1.7538,1.91268321,0.03573654,1.52,1.46
199701,0.45,4.99,-1.82,-1.42,1.19,-0.02,1.96,-0.6466,1.8159,2.5674,0.4405051,3.41918164,1.18,-1.77
199702,0.39,-0.49,-2.59,5.67,0.67,3.47,-2.13,2.9153,-1.5374,0.6426,6.8139613,-3.5575849,-0.90,6.72
199703,0.43,-5.03,-0.43,3.39,0.5,1.66,0.9,1.7515,1.7708,0.2068,3.86859046,-0.8740746,0.49,5.53
199704,0.43,4.04,-5.7,0.07,3.26,-0.72,4.84,-1.8801,3.8599,2.9932,2.24590092,2.47813133,2.24,4.32
199705,0.49,6.74,4.75,-4.13,-1.02,-2.96,-5.17,-3.2305,-0.2201,-1.4972,-5.5651837,-2.1717355,-0.97,-7.23
199706,0.37,4.1,1.19,1.58,0.56,0.66,2.6,0.2313,2.1092,0.1107,0.8275387,1.22574862,3.04,1.54
199707,0.43,7.33,-2.76,0.26,0.07,-2.58,3.77,-3.0399,1.2853,1.2829,-1.114758,0.69273108,-1.32,-1.82
199708,0.41,-4.15,7.61,1.18,-1.11,-0.04,-2.56,-0.7059,-1.4198,0.4401,-0.94362,-0.5904784,0.41,-2.38
199709,0.44,5.35,2.49,0.37,-1.63,-0.91,1.47,-0.1259,-1.0418,-2.6061,-0.8293199,-1.6860719,-0.24,-3.27
199710,0.42,-3.8,-0.52,2.27,1,1.94,-0.57,2.6609,-1.0477,-1.4187,1.82018979,-3.3375876,-3.49,1.43
199711,0.39,2.98,-5.11,1.2,2.81,1.84,0.33,2.8803,1.4029,3.6732,4.40627877,1.430382,0.53,5.69
199712,0.48,1.32,-2.03,3.84,0.74,1.92,3.98,2.2364,1.5724,-2.3996,3.19374248,-0.4171916,2.32,2.32
199801,0.43,0.15,-1.36,-1.63,0.87,-0.73,0.14,-1.2061,2.1884,2.5942,-0.6583635,1.93692395,0.15,-1.00
199802,0.39,7.04,0.2,-0.85,-0.31,-2.54,-1.12,-2.453,1.1388,-0.2956,-1.641993,-0.5199028,1.91,-2.80
199803,0.39,4.76,-0.65,1.39,-0.26,-0.37,2.15,0.4996,-0.1759,-1.0612,-1.0258685,-1.9048066,0.96,-1.03
199804,0.43,0.73,0,0.94,-1.69,-0.36,0.74,0.1834,-0.1992,2.2959,0.81866699,-0.3479149,1.88,0.87
199805,0.4,-3.07,-2.95,3.44,1.1,2.61,1.82,2.2554,1.7795,1.0564,3.87388228,1.38976645,-0.37,4.71
199806,0.41,3.18,-3.66,-1.96,-0.26,-2.97,7.28,-1.5159,3.159,0.4225,-0.4367509,7.55707003,1.15,-1.09
199807,0.4,-2.46,-5.27,-1.78,1.74,0.45,3.69,1.8848,0.9703,2.8077,3.16128789,0.59393067,3.07,6.03
199808,0.43,-16.08,-5.17,3.53,3.37,5.91,1.84,5.4604,3.0578,6.7132,6.86011113,6.36333134,1.73,9.79
199809,0.46,6.15,-0.78,-3.42,-1.88,-2.99,-0.81,-3.0812,-1.8265,1.275,-0.5883513,0.65061239,4.64,-5.63
199810,0.32,7.13,-3.43,-2.23,0.93,0.31,-5.37,-0.9612,0.6389,-0.5144,-0.9305921,-4.5958929,-4.21,0.38
199811,0.31,6.1,0.75,-3.25,-0.86,-1.18,1.2,-0.0254,1.3699,1.2936,-0.0930804,-0.3312724,3.22,-1.45
199812,0.38,6.16,-1.56,-4.19,-0.76,-3.39,8.92,-2.9332,2.9291,-2.2555,-1.8323473,8.98708474,6.58,-3.89
199901,0.35,3.5,-0.75,-4.6,-2.77,-6.8,3.03,-4.4699,-3.2508,-1.0681,-3.4341266,-2.6181047,3.01,-4.28
199902,0.35,-4.08,-5.22,1.92,-1.23,4.1,-0.1,4.8135,0.016,0.0109,3.63991497,-3.0641704,-1.95,4.04
199903,0.43,3.45,-4.23,-2.74,-4.07,-1.42,-1.27,0.3158,-0.6922,0.4002,-2.0418591,-2.1766263,2.64,-2.32
199904,0.37,4.33,4.52,2.46,-2.53,0.89,-9.04,2.6555,-5.152,0.4435,0.69057771,-9.6749665,-3.27,6.72
199905,0.34,-2.46,3.71,2.35,0.93,3.34,-5.19,0.4504,0.6804,1.8903,2.45449312,0.70992187,2.10,1.85
199906,0.4,4.77,2.29,-3.19,1.13,-3.21,5.06,-2.1112,2.391,4.329,-0.5442724,3.75648484,1.26,-2.35
199907,0.38,-3.49,2.57,-0.44,0.36,3.22,1.66,3.4338,1.0281,1.9786,4.61921363,-0.4015846,1.18,3.90
199908,0.39,-1.38,-1.73,-1.87,-0.24,0.64,3.12,-1.1989,-0.0297,4.6299,3.30283703,3.22710561,0.75,3.08
199909,0.39,-2.79,2.59,-3.49,-0.75,-1.23,6.47,-1.3826,-0.1695,-1.0359,0.11775265,6.35946298,-0.63,-4.05
199910,0.39,6.12,-6.91,-3.37,-1.74,-1.19,5.5,0.3316,2.0317,1.7882,-1.7775378,-0.7499201,4.81,-5.06
199911,0.36,3.37,5.8,-6.12,-4.28,-1.74,5.64,-3.931,-3.0073,1.1586,-4.3749552,6.60772557,1.67,-11.47
199912,0.44,7.72,5.39,-8.33,-7.6,-5.63,13.22,-5.4904,-5.4444,-0.6029,-3.228556,10.54244217,5.26,-10.03
200001,0.41,-4.74,4.42,-1.88,-6.29,4.72,1.92,2.9355,-4.9998,0.6319,1.20187773,-2.5193896,0.66,1.07
200002,0.43,2.45,18.28,-9.59,-18.65,-0.48,18.2,-5.3931,-7.5531,-3.1144,-7.8095031,7.84819981,11.98,-24.56
200003,0.47,5.2,-15.32,8.13,11.79,-1.59,-6.83,1.835,7.6849,3.5075,0.21887682,-0.5140119,0.36,13.98
200004,0.46,-6.4,-5.01,7.26,7.66,5.65,-8.39,3.7873,8.7094,5.1049,4.48778595,2.69237088,-2.09,6.99
200005,0.5,-4.42,-3.81,4.75,4.13,1.37,-8.98,0.5085,0.0196,3.7037,7.72724976,-3.6916119,-1.93,5.99
200006,0.4,4.64,9.92,-8.42,-8.31,-2.95,16.6,-3.3905,-4.7546,-1.8045,-7.8659486,2.53210973,-0.05,-15.96
200007,0.48,-2.51,-1.03,8.31,5.83,2.94,-0.05,2.2468,3.4292,3.2749,6.02138968,1.11237446,0.34,7.27
200008,0.5,7.03,-1.03,-1.39,-3.22,1.1,5.73,-0.7996,-2.082,-1.098,-0.7291048,-0.4012472,4.12,-2.85
200009,0.51,-5.45,0.19,7.17,2.56,5.53,1.97,5.2247,2.1026,0.7955,5.46433888,-0.8309891,3.29,8.63
200010,0.56,-2.76,-2.65,5.71,9.61,3.8,-4.48,2.9226,7.3215,6.4705,7.5404764,9.23490089,0.46,10.74
200011,0.51,-10.72,-0.58,12.3,13.07,8.43,-2.32,7.4487,10.3593,10.9018,12.44131343,14.85357514,0.56,18.79
200012,0.5,1.19,3.26,7.61,1.71,4.79,6.74,6.3542,5.186,0.5126,5.96384435,0.7329443,-3.36,6.11
200101,0.54,3.13,5.48,-5.07,-4.69,-5.03,-25.3,-7.1285,-10.7883,-6.1594,-7.3960202,-15.8411517,-3.00,-10.07
200102,0.38,-10.05,2.83,12.47,9.1,9.07,12.57,9.2309,5.2077,6.3589,14.58304217,18.52235042,0.29,20.42
200103,0.42,-7.26,2.33,6.42,3.35,3.92,8.55,3.7704,3.474,2.6585,7.6805088,11.87296576,2.41,9.47
200104,0.39,7.94,-0.86,-4.67,-3.06,-3.2,-7.9,-3.754,0.0915,-5.4515,-8.9322567,-6.3087101,1.72,-8.71
200105,0.32,0.72,3.6,3.36,0.25,1.91,2.21,2.3804,-2.5165,-0.2513,3.59148188,0.41383822,-0.25,0.55
200106,0.28,-1.94,6.57,-1.12,1.6,-1.51,0.38,-1.7973,-0.806,1.9723,2.36575147,0.00879241,3.98,0.05
200107,0.3,-2.13,-2.82,5.21,7.42,3.07,5.58,1.3768,3.8735,5.5121,6.85895354,8.43647128,-4.31,8.33
200108,0.31,-6.46,2.71,2.31,4.05,6.57,5.53,5.641,4.3155,5.6455,7.27975903,7.01247112,2.50,9.10
200109,0.28,-9.25,-5.73,1.45,4.99,3.21,11.48,2.8644,9.192,5.7667,7.32797304,11.81183218,4.61,5.94
200110,0.22,2.46,5.27,-7.65,-2.98,-4.55,-8.47,-2.9867,-4.3754,-0.5555,-7.2361958,-4.4823247,-1.93,-9.10
200111,0.17,7.54,-0.31,2.21,-3.73,-1.61,-8.69,-1.1391,-8.4893,-2.9927,-3.111605,-5.2835307,-1.36,-2.70
200112,0.15,1.6,5.16,0.84,0.34,-0.26,0.07,-0.1753,0.5419,-2.257,-0.7364704,0.27188121,3.59,0.54
200201,0.14,-1.44,1.26,3.44,4.69,2.84,3.75,3.2498,0.3033,4.2877,6.05431954,7.4430458,1.93,8.25
200202,0.13,-2.29,-0.36,2.16,8.07,5.11,6.82,4.4456,5.3235,3.7643,5.59356597,6.44421776,1.20,11.42
200203,0.13,4.24,4.25,1.06,-1.78,0.58,-1.64,0.7761,-4.7001,-0.5528,-3.1108685,-4.9959269,0.83,-1.52
200204,0.15,-5.2,6.72,3.88,4.56,5.38,7.63,4.0731,5.4639,4.0819,4.25481864,5.4168762,5.51,13.07
200205,0.14,-1.38,-3.02,1.53,2.36,2.44,3.16,2.1865,1.8111,0.6156,2.80928481,3.0859287,0.36,5.58
200206,0.13,-7.21,3.89,-0.05,3.93,2.51,6.03,3.5485,4.9409,0.5052,3.30488689,4.82587349,-0.96,5.26
200207,0.15,-8.18,-6.43,-3.85,3.79,-0.99,3.77,1.9786,6.7016,4.9683,4.67993667,3.08261285,-0.51,8.02
200208,0.14,0.5,-1.31,3.28,1.36,-1.47,1.9,-0.8574,2.5491,-1.7192,0.50710162,1.28535004,0.15,1.43
200209,0.14,-10.35,3.08,1.47,3.29,-2.19,9.13,-2.1364,4.4049,1.1299,-0.5859379,5.82353045,2.28,1.79
200210,0.14,7.84,-4.31,-3.95,-3.39,0.76,-5.58,0.2843,-4.5614,1.5123,0.54106247,0.28116233,-3.63,-5.13
200211,0.12,5.96,2.91,-1.23,-9.2,5.15,-16.33,3.2719,-11.1725,-3.1022,1.27443335,-9.22034,0.86,-9.99
200212,0.11,-5.76,0.62,2.14,6.29,-1.68,9.64,-2.2589,5.3188,2.2776,-0.2190628,4.90805403,-1.77,7.36
200301,0.1,-2.57,0.7,-0.83,-0.99,0.69,1.55,0.6982,-0.589,0.7808,1.98395828,1.20291971,2.01,-0.46
200302,0.09,-1.88,-0.93,-1.39,0.83,-0.62,1.17,-0.1272,0.8778,1.3997,1.67526832,1.23965023,-0.38,0.86
200303,0.1,1.09,0.65,-1.93,1.87,-0.77,1.48,-0.1257,3.4092,-0.9347,-1.1851198,2.48803927,2.25,-2.59
200304,0.1,8.22,1.02,1.14,-4.68,1.06,-9.33,1.0369,-4.4513,-2.9391,0.06045163,-6.7367559,-2.30,-4.64
200305,0.09,6.05,4.81,0.4,-7,2.91,-10.7,1.848,-8.2331,-1.6245,-2.3816489,-5.2971104,-0.37,-5.94
200306,0.1,1.42,1.66,0.11,0.51,-0.38,-1,-1.0629,1.0948,-0.1291,-1.9198312,1.31636207,0.56,0.33
200307,0.07,2.35,4.54,-1.24,-4.14,1.78,-0.24,2.3405,-1.7422,-0.8789,1.25210656,-1.6009896,0.94,-2.97
200308,0.07,2.34,2.48,1.53,-2.25,2.14,-0.62,2.3621,-1.2384,-1.6327,-2.1367494,1.86343769,0.74,-2.97
200309,0.08,-1.24,0.54,0.16,1.01,0.34,-0.19,0.2279,1.2631,2.3261,2.50606722,-2.2197677,-0.71,2.26
200310,0.07,6.08,2.71,1.97,-1.35,1.55,3.99,1.031,-1.7507,-0.5642,0.00564452,1.12462125,3.71,-1.05
200311,0.07,1.35,2.33,1.78,0.19,1.81,1.46,2.3052,0.7767,0.5379,0.74149672,0.22785219,2.53,2.77
200312,0.08,4.29,-2.49,1.6,0.56,0.94,-5.57,0.774,-1.7394,-1.3486,-0.6095739,-5.1237096,-1.63,0.60
200401,0.07,2.15,2.45,2.49,-3.66,3.38,2.58,2.0585,-2.4364,0.837,1.40500135,-1.4992531,-1.07,-2.37
200402,0.06,1.4,-0.93,0.9,2.17,-1.21,-1.14,-0.8855,2.1354,-0.0152,-1.1842429,-1.5520007,-0.40,2.92
200403,0.09,-1.32,2.1,0.27,1.56,-0.98,0.17,-0.7352,1.7567,-1.0578,-1.5236307,0.7093203,1.24,-0.68
200404,0.08,-1.83,-2.01,-3.1,3.45,-2.84,-5.38,-2.9001,0.0193,1.427,-2.3659239,-0.4240986,0.98,5.26
200405,0.06,1.17,-0.38,-0.25,-1.18,0.03,1.5,0.551,1.068,-0.2178,0.30304364,0.98592972,0.16,-3.53
200406,0.08,1.86,2.56,1.18,1.2,-0.39,2.05,-0.2618,0.5621,0.6322,0.89528218,1.69500208,2.60,1.17
200407,0.1,-4.06,-2.95,3.24,5.32,-1.66,-2.29,-0.9772,2.4066,3.0646,2.27342197,-1.2302229,1.55,4.72
200408,0.11,0.08,-1.13,0.97,1.23,-1.47,-1.59,-1.1997,-1.2272,0.176,0.64875809,-4.6368288,0.42,1.37
200409,0.11,1.6,3.27,0,-1.49,-1.88,5.49,-2.2121,-0.2123,-1.6176,-2.6785935,3.33301812,1.20,-2.31
200410,0.11,1.43,0.19,-0.22,-0.52,0.49,-1.38,0.584,-1.4399,0.0033,1.30173556,-0.8756816,-0.40,-0.69
200411,0.15,4.54,4.11,1.41,-0.58,-0.22,3.16,-0.4263,-1.1342,-1.6565,-1.2661103,0.00136552,-1.13,-0.27
200412,0.16,3.43,-0.05,-0.22,-1.16,0.46,-2.87,0.3018,-0.8598,-1.1293,-0.7979013,-1.7346167,0.32,0.64
200501,0.16,-2.76,-1.17,2.06,2.74,-1.46,3.05,-0.4036,3.2457,1.2576,0.88457941,2.02265691,0.43,6.24
200502,0.16,1.89,-0.31,1.54,1.43,-0.05,3.37,0.2917,3.5726,0.6662,-1.6318126,3.75771629,0.58,-1.31
200503,0.21,-1.97,-1.42,2.04,0.47,1.29,0.41,0.9394,0.535,1.8949,1.0870094,3.36362082,0.12,2.96
200504,0.21,-2.61,-3.98,0.07,0.97,-0.94,-0.69,-1.4563,-1.1019,2.1604,-0.7066906,-0.3488775,0.01,0.09
200505,0.24,3.65,2.79,-0.64,-1,0.3,0.45,-0.0579,0.9641,0.4214,0.38068501,1.61187404,1.95,-1.50
200506,0.23,0.57,3.28,2.83,0.96,-0.51,2.05,-0.1983,-0.4264,-0.4164,-0.0590392,-1.8016732,-0.25,-1.64
200507,0.24,3.92,2.81,-0.79,-1.19,-0.82,0.06,-2.0714,-0.2083,-0.4054,-1.1802175,-0.112746,0.01,-2.93
200508,0.3,-1.22,-0.89,1.32,-2.05,0.37,2.08,0.2355,-0.6848,-0.6039,-0.0057521,0.82657621,0.30,-2.20
200509,0.29,0.49,-0.34,0.71,0.27,-0.6,3.43,-0.0266,0.8619,0.2637,-0.5591619,1.7733369,3.25,-1.08
200510,0.27,-2.02,-1.45,0.42,-0.93,-1.3,-1.39,-0.3149,1.1011,-0.5498,1.35339502,-1.8283769,-0.51,-2.18
200511,0.31,3.61,0.84,-1.16,-0.76,-1.14,0.35,-1.0482,0.7751,-0.6043,-0.869905,1.53992023,0.91,-0.50
200512,0.32,-0.25,-0.2,0.2,0.21,0.23,0.77,0.8804,0.2287,1.093,-1.3217635,-0.9359613,-0.92,-1.16
200601,0.35,3.04,5.75,1.08,-0.64,-0.46,2.53,-0.6797,-0.2611,0.8783,-3.9937464,1.13580822,-0.32,-3.37
200602,0.34,-0.3,-0.42,-0.34,-0.51,1.91,-1.84,2.4381,-0.9978,-1.0257,2.71107608,-1.5108193,-0.63,0.68
200603,0.37,1.46,3.38,0.6,0.06,-0.41,1.26,-1.3435,0.7652,-0.7877,-2.040857,2.78106105,2.05,-0.39
200604,0.36,0.73,-0.84,2.34,1.8,0.01,0.64,0.3427,0.826,-0.127,-0.6377756,0.56871707,0.66,0.85
200605,0.43,-3.57,-2.85,2.41,1.15,1.46,-3.7,1.3126,-0.0785,-1.5898,2.44827942,-3.5627218,1.32,2.94
200606,0.4,-0.35,-0.24,0.85,1.32,-0.07,1.54,-0.3976,1.0467,0.6316,-0.6860615,0.93874193,1.34,0.38
200607,0.4,-0.78,-3.63,2.6,1.63,0.9,-2.12,1.3479,0.5439,3.2046,3.17146006,-1.2601456,-1.14,4.22
200608,0.42,2.03,0.44,-2.06,-1.86,2.09,-3.38,1.9253,-1.3348,-0.1456,1.33003156,-2.0607577,-1.82,1.55
200609,0.41,1.84,-1.46,0.08,0.82,0.6,-0.96,0.9827,0.6311,0.9507,1.21710197,0.15288091,-0.40,3.19
200610,0.41,3.23,1.98,-0.31,-0.12,0.28,-0.2,0.1978,-0.2983,0.4435,-1.1926778,-0.2587309,-2.56,-0.90
200611,0.42,1.71,0.71,0.14,0.15,-0.8,-1.03,-1.5945,0.4951,-0.8997,-1.3287407,-1.0828516,0.06,-0.43
200612,0.4,0.87,-0.81,2.73,-0.72,2.06,0.79,1.8255,-0.5587,-1.2249,1.85519198,-0.7877374,-0.59,2.89
200701,0.44,1.4,0.07,-0.68,0.25,0.38,0.24,0.6262,0.0525,0.0683,-0.8505698,0.08658196,-0.78,-0.15
200702,0.38,-1.96,1.29,-0.14,-0.51,-0.71,-1.35,-0.9689,-0.7332,-0.0687,-1.1571507,0.15326036,-0.51,-1.18
200703,0.43,0.68,0.2,-0.97,0.64,-0.65,2.56,-1.1827,0.4443,-0.2037,-1.531652,4.55119788,1.38,-1.23
200704,0.44,3.49,-2.04,-1.45,1.15,1.03,-0.24,0.8508,0.5382,1.1127,-0.4013446,0.97373069,-1.64,-0.58
200705,0.41,3.24,0.4,-0.65,1.58,-1.36,-0.34,-2.3062,0.5284,0.1331,-0.0670298,1.26998113,1.29,-0.73
200706,0.4,-1.96,0.74,-1.05,0.53,0.08,0.51,0.952,1.213,-0.5925,-1.5679396,2.11235079,1.47,-0.24
200707,0.4,-3.73,-2.99,-3.71,0.2,-1.13,2.94,-2.2506,1.5445,0.0496,-2.3332276,6.69002999,1.35,-0.63
200708,0.42,0.92,-0.37,-1.86,-1.21,-0.53,0.1,-1.32,0.9285,0.4943,-1.2126681,-0.5248513,0.63,-0.74
200709,0.32,3.22,-2.44,-2.21,-0.52,-3.02,4.63,-3.2001,1.6183,-0.4745,-3.8511332,3.52125078,3.58,-5.05
200710,0.32,1.8,-0.08,-2.98,-0.3,-0.09,5.02,0.4574,1.2267,0.3453,-0.4639503,8.0784263,1.20,-1.23
200711,0.34,-4.83,-3.02,-0.94,1.89,-0.29,0.99,0.1771,3.5961,1.4361,1.34296701,6.55013981,-0.31,1.44
200712,0.27,-0.87,0.15,-0.55,0.87,-1.05,6.63,-0.6026,2.3146,1.0642,-1.6383066,6.87117337,3.02,-1.33
200801,0.21,-6.36,-0.65,3.97,2.14,2.14,-7.75,1.3985,-0.335,-0.8164,4.52722525,-9.1241273,-2.93,3.68
