date,RF,Mkt-RF,SMB,HML,RMW,CMA,UMD,IA,ROE,EG,MGMT,PERF,PEAD,FIN
200802,0.13,-3.09,-0.66,-0.84,0.88,-0.93,6.1,-1.508,1.8089,1.36,-1.6993982,10.26234643,-0.12,1.22
200803,0.17,-0.93,0.56,0.3,0.79,0.5,4.27,-0.3522,2.3694,-0.0305,0.06200739,4.98737044,-0.61,-0.25
200804,0.18,4.6,-1.2,-0.94,1.64,-2.47,-0.31,-2.3209,-0.8157,3.3207,-1.7222807,1.91222309,-0.61,-2.66
200805,0.18,1.86,3.02,-1.43,0.93,-0.06,3.31,-0.3475,-0.3489,0.0573,-5.2229417,8.77023993,1.85,-4.24
200806,0.17,-8.44,1.18,-2.71,4.96,-0.55,12.75,-0.1854,6.3701,1.042,-5.7946917,15.43530599,3.29,-2.46
200807,0.15,-0.77,3.72,5.42,-1.37,1.08,-5.13,1.8031,-0.0192,-0.0866,6.79425851,-7.244668,-4.74,3.48
200808,0.13,1.53,3.46,1.59,1.86,0.84,-4.02,0.9417,-0.9233,2.0556,2.64885181,-0.812077,-2.67,5.16
200809,0.15,-9.24,0.25,5.91,2.41,1.78,0.28,3.1609,1.6471,3.451,5.79251371,-0.4028502,1.29,9.19
200810,0.08,-17.23,-3.34,-2.3,3.04,2.05,7.85,1.0392,5.8889,6.7419,4.46490598,10.03464428,1.73,5.79
200811,0.03,-7.86,-3.89,-6.31,4.53,2.75,7.17,0.5016,3.5054,2.2205,1.70413613,11.71162485,0.63,5.27
200812,0,1.74,3.29,0.14,0.06,-1.49,-5.09,-2.3563,-0.6256,-0.7984,0.64590592,-2.0510333,-1.78,0.09
200901,0,-8.12,-2.14,-11.29,0.18,-1.17,-2.18,-0.9195,-0.7397,2.4443,-6.8253034,10.1565773,0.67,-2.64
200902,0.01,-10.1,-1.32,-6.95,1.19,-1.02,4.41,-1.8632,2.9127,2.997,-1.6991424,11.12504797,1.93,0.27
200903,0.02,8.95,0.67,3.47,-2.52,-2.25,-11.87,-0.4563,-3.3319,0.0621,1.75539755,-5.9077928,-0.63,2.04
200904,0.01,10.18,7.13,5.36,1.31,0.13,-34.3,3.5317,-13.9902,-1.9211,-1.3631719,-21.4543975,-9.03,1.19
200905,0,5.21,-2.32,0.28,-0.78,-2.17,-12.49,-2.4121,-3.2921,-0.587,-4.8459825,-7.5219713,-3.24,-5.46
200906,0.01,0.43,2.29,-2.73,-1.41,-0.33,5.48,0.4848,0.9567,2.5897,1.30538802,4.73786015,-2.30,-0.39
200907,0.01,7.72,2.39,4.83,-0.46,3.14,-5.55,2.0193,-4.9457,-1.0228,1.84072799,-8.417254,1.49,0.41
200908,0.01,3.33,-0.09,7.63,-3.02,3.34,-9.07,2.2891,-2.5812,-1.5559,0.16310617,-9.7095586,-0.07,1.04
200909,0.01,4.08,2.73,1.05,1.31,0.36,-4.79,-1.1383,-2.7953,-2.6452,-1.4151563,-2.7339017,0.90,-4.82
200910,0,-2.59,-4.93,-4.21,4.17,-1.51,2.61,-0.2528,3.9382,2.9368,1.69275511,6.33464857,-1.86,6.20
200911,0,5.56,-2.68,-0.34,1,0.12,0.3,-0.3339,1.0111,-0.3241,0.03632629,0.02991807,0.03,-2.01
200912,0.01,2.75,6.24,-0.17,1.02,-0.09,3.01,-0.1381,-1.8542,-0.126,-0.7740542,2.42536214,-0.88,-4.34
201001,0,-3.36,0.34,0.43,-1.27,0.46,-5.4,0.6653,-1.0677,-0.6848,0.56707895,-7.6663948,-2.51,0.93
201002,0,3.4,1.51,3.23,-0.27,1.43,3.74,0.703,-1.0406,-0.5169,1.09609177,1.01131923,-0.12,0.80
201003,0.01,6.31,1.85,2.21,-0.65,1.69,3.76,1.6201,-0.5102,-1.6988,-0.9944807,-0.7991924,-1.46,1.56
201004,0.01,2,4.98,2.89,0.69,1.72,3.16,3.063,-2.4885,-2.3485,0.91441154,-3.6411668,-1.74,1.76
201005,0.01,-7.89,0.04,-2.44,1.3,-0.21,-0.25,-0.4777,2.7377,1.741,0.75208623,3.18566985,1.24,2.47
201006,0.01,-5.57,-2.47,-4.7,-0.16,-1.55,-2.76,-2.491,1.3467,1.9119,-1.0836559,3.19243424,2.68,0.57
201007,0.01,6.93,0.12,-0.31,0.24,2.01,1.88,1.2168,-0.8604,0.3729,1.69588588,-0.639466,-1.81,-0.19
201008,0.01,-4.77,-3.15,-1.9,0.53,-1.59,-0.06,-1.7234,-0.5062,-0.7079,-2.0008919,3.84791681,2.52,-0.23
201009,0.01,9.54,3.75,-3.16,-0.21,0.38,1.41,1.142,0.509,0.0709,-0.6255426,2.67435198,2.57,-2.57
201010,0.01,3.88,0.8,-2.43,1.19,-0.26,1.58,-0.0223,0.6453,0.4586,0.00610376,3.09060323,1.64,0.28
201011,0.01,0.6,3.67,-0.96,0.45,1.59,2.66,1.8646,-0.0799,-0.6143,0.79234305,1.99284036,0.37,0.27
201012,0.01,6.82,1.03,3.7,-3.44,3.16,-3.03,3.0162,-3.6797,-2.2361,-0.5846706,-8.1114329,-2.18,-2.69
201101,0.01,1.99,-2.43,0.83,-0.76,0.83,-0.29,1.2925,0.5331,-1.3043,-0.0944539,-0.9755368,-0.05,1.70
201102,0.01,3.49,1.65,1.27,-1.94,0.88,1.99,1.442,-1.648,-0.8408,0.28523628,1.30091615,2.19,-0.02
201103,0.01,0.46,2.62,-1.83,1.76,-0.03,3.4,-0.1315,-0.9575,0.3227,-0.5904374,3.02001555,0.76,-0.43
201104,0,2.9,-0.55,-2.43,1.01,-0.8,0.04,-0.9779,1.5871,1.1108,2.25953518,3.88108286,-0.36,0.92
201105,0,-1.27,-0.63,-2.12,2.08,-1.59,-0.62,-1.0351,0.1308,1.3826,0.78382285,1.2946321,-0.54,1.96
201106,0,-1.75,0.16,-0.42,2.49,-1.53,1.78,-1.1515,2.8113,1.0009,0.38782242,2.10890579,1.13,3.06
201107,0,-2.35,-1.2,-0.9,2.68,-1.81,0.18,-2.0383,0.7486,0.6584,-0.7614022,2.58980129,0.72,1.86
201108,0.01,-5.99,-3.2,-2.36,3.3,-0.38,-0.28,-1.3168,2.5889,2.7071,1.46357552,5.95885942,1.06,2.61
201109,0,-7.59,-3.66,-1.72,2.04,0.24,-2.42,0.0766,-0.7641,4.899,3.68902921,4.85748375,7.71,4.90
201110,0,11.35,3.46,0.1,-2.16,-0.86,-1.43,-0.5881,2.1402,-1.7028,-1.1007334,-3.8147269,-5.38,-3.46
201111,0,-0.28,-0.28,-0.46,1.86,1.49,3.84,1.5253,0.5804,1.2225,1.86962527,3.5845647,2.74,3.31
201112,0,0.74,-0.33,1.63,0.98,2.52,1.81,2.6695,1.1493,-0.5716,2.00850248,-1.1518511,-0.46,2.12
201201,0,5.05,2.06,-0.97,-2.01,-1.43,-7.91,-0.574,-0.6313,-1.3395,-4.0850458,-6.41423,-1.39,-5.03
201202,0,4.42,-1.71,0.43,-0.48,-0.01,-0.29,0.0789,0.2919,0.0238,-2.0453145,-1.9826725,0.23,-1.12
201203,0,3.11,-0.47,1.14,-0.54,0.74,1.3,1.4304,1.6789,1.8088,1.67508062,-2.0597464,0.84,0.57
201204,0,-0.85,-0.55,-0.78,1.3,0.65,3.75,0.8585,1.0202,-0.3846,1.1369702,2.91774217,-0.45,0.63
201205,0.01,-6.19,-0.12,-1.07,2.08,2.31,6.49,2.6809,1.6079,2.3605,1.65092943,4.92785549,-1.22,3.15
201206,0,3.89,0.84,0.62,-1.09,0.46,-1.06,1.0217,-1.7619,0.3509,2.1698565,-2.3585578,1.92,-0.23
201207,0,0.79,-2.78,-0.02,1.1,0.05,3.04,0.5093,1.5194,0.9808,-1.5704907,2.34525304,1.12,2.88
201208,0.01,2.55,0.44,1.3,-1.33,-0.84,-2.37,-1.4664,-0.5072,-0.3883,-1.9874322,-2.509883,-2.47,-2.54
201209,0.01,2.73,0.61,1.6,-1.49,1.55,-1.14,1.2038,0.1979,-0.6925,1.16295703,-2.2208088,0.09,-0.83
201210,0.01,-1.76,-0.89,3.59,-1.34,2.5,0.14,1.8508,0.4723,-3.7218,2.26402052,-3.0765386,0.70,1.59
201211,0.01,0.78,0.46,-0.84,0.6,0.84,0.49,0.7994,1.7203,0.1868,0.20601043,3.50031684,0.72,-0.68
201212,0.01,1.18,1.89,3.51,-1.85,0.91,-2.86,-0.8369,-1.9895,-2.6235,0.39338125,-3.5002374,-0.80,-2.07
201301,0,5.57,0.48,0.96,-1.93,1.41,-1.79,1.5622,-2.0267,-1.6667,3.44280659,-3.1431865,0.40,-1.09
201302,0,1.29,-0.25,0.11,-0.67,0.52,1.29,0.7303,0.0662,0.438,1.68739069,-0.3627658,1.62,3.09
201303,0,4.03,0.85,-0.19,0.14,1.38,1.92,1.292,0.5017,-1.1605,1.19224263,-2.1108394,0.82,0.90
201304,0,1.55,-2.25,0.45,0.27,0.37,0.22,0.1008,-1.049,-0.2802,0.82473481,-0.2793097,-2.25,-0.03
201305,0,2.8,2.06,2.63,-1.97,-0.87,-2.02,-1.6629,-0.4309,-1.411,0.5525752,-2.5927051,-0.12,-2.15
201306,0,-1.2,1.57,0.03,-0.38,0,0.52,0.7117,-0.1152,0.5336,1.71966441,-1.5936961,1.64,-0.01
201307,0,5.65,1.81,0.57,-1.35,0.51,1.76,0.6492,-0.4789,-1.1004,0.36570248,-1.8764054,1.36,-1.35
201308,0,-2.71,-0.06,-2.69,0.66,-2.16,0.02,-1.7886,0.5747,0.1682,-3.1220064,1.0243683,0.68,-2.94
201309,0,3.77,2.63,-1.22,-0.58,-1.36,3.06,-0.7386,-0.9744,-1.0177,-1.3322198,1.38915003,1.25,-2.27
201310,0,4.18,-1.48,1.25,2.78,0.87,0.08,1.1612,1.337,0.7823,0.64423169,3.46578685,0.76,5.53
201311,0,3.13,1.41,0.32,0.14,0.04,0.44,0.0148,1.5473,1.2051,0.99571614,-1.314879,-0.63,0.79
201312,0,2.81,-0.45,-0.02,-0.46,0.09,0.02,0.7392,-0.1739,-1.7385,-0.3993397,-0.7755482,-0.91,0.16
201401,0,-3.32,0.58,-2.07,-3.88,-1.42,1.71,-0.2918,-2.3112,0.3524,-2.8505979,-1.5802679,0.10,-5.44
201402,0,4.65,0.14,-0.31,-0.23,-0.45,2.07,-0.6297,-1.4762,-0.0127,-0.2438791,0.6478154,1.51,-0.74
201403,0,0.43,-1.09,4.93,2.13,1.92,-3.29,2.7038,1.7701,1.5414,3.22468957,-0.1080618,-1.52,5.74
201404,0,-0.19,-4.12,1.17,3.48,1.02,-3.89,0.8015,1.0756,0.6944,0.42522229,-0.038278,-3.05,2.40
201405,0,2.06,-1.89,-0.13,0.05,-1,0.87,-0.9378,-0.6562,0.5021,-1.8046375,0.16251686,0.62,-0.39
201406,0,2.61,3.11,-0.7,-1.89,-2,0.69,-2.6584,-2.5842,0.2611,-2.3029315,-2.233551,0.06,-4.06
201407,0,-2.04,-4.29,0.03,0.89,0.52,-0.12,0.7158,1.1954,1.2336,1.26381417,0.58641246,0.59,1.34
201408,0,4.24,0.31,-0.45,-0.64,-0.7,0.82,-0.9247,0.1376,0.233,-0.9449883,-0.6436812,-1.10,-1.39
201409,0,-1.97,-3.72,-1.34,1.3,-0.51,0.5,-0.3101,3.0633,2.1813,1.73989636,1.27120925,3.02,2.69
201410,0,2.52,3.73,-1.81,-0.57,-0.11,-0.06,0.5283,1.6899,-0.1556,1.00098097,0.13880384,2.48,1.51
201411,0,2.55,-2.28,-3.09,1.5,0.27,0.69,0.3424,2.5253,0.4493,2.29381099,5.52872537,1.82,2.96
201412,0,-0.06,2.86,2.27,-1.22,0.96,1.12,0.4723,-0.6556,0.2993,1.14374263,-0.0035138,2.12,-0.84
201501,0,-3.11,-0.92,-3.58,1.61,-1.65,3.84,-1.0729,-0.3707,1.4078,-2.267783,5.06156168,-0.20,1.42
201502,0,6.13,0.32,-1.86,-1.12,-1.82,-2.82,-1.3938,0.0837,-0.9756,-1.238747,-3.0025672,-2.28,-3.67
201503,0,-1.12,3.07,-0.37,0.09,-0.52,2.74,-0.2615,0.8338,-0.0421,-1.9165685,0.59636589,2.24,-0.64
201504,0,0.59,-3.09,1.82,0.06,-0.61,-7.27,-0.8011,-2.1972,-0.2287,0.81779188,-4.1800189,-3.38,0.56
201505,0,1.36,0.83,-1.14,-1.79,-0.74,5.82,-0.612,1.4466,0.2946,-0.4976481,1.07703476,-0.34,-0.51
201506,0,-1.53,2.9,-0.79,0.44,-1.58,3.01,-2.4461,1.2477,-0.7174,-0.7182971,0.38740227,1.97,-0.34
201507,0,1.54,-4.55,-4.13,0.3,-2.41,9.98,-2.7296,4.3509,2.583,0.41917215,7.05822564,5.75,0.98
201508,0,-6.04,0.25,2.77,0.68,1.19,-2.09,1.1632,0.7598,0.2619,0.72534473,1.326857,-0.10,1.93
201509,0,-3.07,-2.79,0.56,1.77,-0.58,5.22,0.3072,4.2729,3.4773,3.72837704,7.90260078,2.68,5.59
201510,0,7.75,-2.07,-0.46,0.88,0.52,-3.28,0.6524,-2.314,1.0362,2.401984,-0.6116477,-1.40,-1.13
201511,0,0.56,3.31,-0.42,-2.75,-0.99,2.28,-0.5479,-1.7097,0.4651,-0.2080294,-0.9790558,1.11,-3.32
201512,0.01,-2.17,-2.99,-2.61,0.5,-0.02,3.36,0.328,2.9435,3.3336,1.74583477,4.70685971,0.01,1.39
201601,0.01,-5.77,-3.47,2.09,2.82,3.08,1.44,2.7736,5.3293,4.7834,3.15136921,11.02032362,0.76,10.11
201602,0.02,-0.07,0.88,-0.57,3.25,2.02,-4.38,1.7188,2.0303,-0.1345,1.45889517,2.36680175,-3.67,3.01
201603,0.02,6.96,1.07,1.19,0.77,-0.08,-5.01,-0.7057,-2.1273,-2.7531,-0.9720493,-4.9963854,-1.27,-0.81
201604,0.01,0.91,1.23,3.28,-2.97,1.9,-6.02,1.2916,-7.2338,-5.236,-0.4983625,-10.8024702,-2.86,-3.40
201605,0.01,1.78,-0.61,-1.66,-1.09,-2.48,1.42,-2.2596,0.9368,2.2551,-1.4277605,0.21080378,-2.71,-2.10
201606,0.02,-0.05,0.45,-1.48,1.4,1.94,4.13,0.4911,0.273,-0.8264,-0.5873802,4.56037756,3.26,2.10
201607,0.02,3.95,2.48,-1.32,1.26,-1.18,-3.34,-2.1903,-0.5211,2.2562,-0.2730178,-1.8868393,-1.05,-2.05
201608,0.02,0.49,1.68,3.18,-1.85,-0.34,-3.49,-0.2318,-2.3925,-0.3905,1.85473851,-4.9411208,-1.08,-0.75
201609,0.02,0.25,1.85,-1.24,-2.21,0.03,0.19,0.2096,-3.078,-0.9288,-0.9429824,-2.1727865,3.92,-3.09
201610,0.02,-2.02,-4.02,4.09,0.93,0.28,0.6,0.869,3.0152,2.029,3.24433534,2.00088411,-1.36,4.25
201611,0.01,4.86,7.07,8.21,-0.18,3.7,-4.62,2.978,-0.971,-2.5338,4.89806227,-7.6984654,2.32,1.69
201612,0.03,1.81,0.41,3.53,1.22,-0.23,-0.26,-0.2455,1.5371,0.8248,0.45338273,0.48585982,-1.68,4.51
201701,0.04,1.94,-1.46,-2.75,-0.49,-0.99,-0.93,-2.0241,-1.3102,0.6337,0,0,-1.65,-3.99
201702,0.04,3.57,-2.22,-1.67,0.47,-1.83,-1.65,-2.2401,2.0078,2.4684,0,0,-1.34,-0.39
201703,0.03,0.17,0.74,-3.35,0.61,-0.94,-1.02,-1.2934,1.9001,1.2334,0,0,1.66,-0.12
201704,0.05,1.09,0.48,-2.13,1.9,-1.6,0.48,-1.5686,1.0154,1.6603,0,0,0.72,0.64
201705,0.06,1.06,-3.06,-3.78,0.95,-1.79,1.48,-1.559,1.3157,2.6916,0,0,1.50,0.72
201706,0.06,0.78,2.58,1.48,-2.22,0,-0.09,-0.5345,-1.3137,-1.8834,0,0,-0.65,-2.18
201707,0.07,1.87,-1.69,-0.31,-0.64,-0.2,1.68,-0.4273,1.5286,1.0232,0,0,0.86,-1.19
201708,0.09,0.16,-1.82,-2.09,0.14,-2.38,3.26,-2.8801,0.3901,1.5301,0,0,1.21,-1.61
201709,0.09,2.51,4.78,3.14,-1.47,1.69,-1.32,3.1398,0.4385,-1.7837,0,0,-2.02,0.64
201710,0.09,2.25,-1.94,0.2,0.93,-3.25,4.27,-3.3035,1.3832,2.8967,0,0,1.07,1.27
201711,0.08,3.12,-0.33,-0.03,3.16,-0.05,-0.87,-0.4945,1.8841,1.165,0,0,0.58,4.99
201712,0.09,1.06,-1.07,0.06,0.74,1.69,-1.54,1.7408,0.3386,-1.0643,0,0,-0.13,-1.12
201801,0.12,5.57,-3.18,-1.29,-0.76,-0.96,4.05,-1.2905,-1.2835,2.5698,0,0,2.99,-1.28
201802,0.11,-3.65,0.32,-1.04,0.52,-2.37,3.58,-1.6974,-0.7709,4.466,0,0,1.30,-0.41
201803,0.11,-2.35,3.59,-0.21,-0.46,0.01,-1.13,-0.1097,0.1504,0.463,0,0,-0.28,-2.27
201804,0.14,0.28,0.93,0.54,-2.42,1.3,0.36,1.586,-0.0324,-0.8221,0,0,-0.72,-2.13
201805,0.14,2.65,4.73,-3.2,-2.04,-1.5,3.89,-0.9636,-1.7547,2.3324,0,0,1.77,-2.21
201806,0.14,0.48,0.8,-2.34,0.79,0.24,-2.35,-0.3929,1.4065,0.0872,0,0,0.74,-1.19
201807,0.16,3.19,-1.93,0.47,1.56,0.35,-1.41,0.4681,1.9791,1.4064,0,0,-2.24,3.92
201808,0.16,3.44,0.64,-3.94,-0.31,-2.7,5.29,-2.4129,0.3628,4.167,0,0,5.77,-2.10
201809,0.15,0.06,-2.48,-1.7,0.63,1.29,0.04,1.45,0.7193,0.9718,0,0,0.86,1.42
201810,0.19,-7.68,-4.46,3.4,0.94,3.59,-1.99,4.1724,1.2653,-0.7543,0,0,-0.05,5.82
201811,0.18,1.69,-0.77,0.3,-0.55,0.39,-1.37,-0.9826,0.6932,2.7784,0,0,0.21,-3.97
201812,0.2,-9.57,-2.88,-1.84,-0.02,0.21,2.11,-0.8421,1.2754,2.4925,0,0,2.11,1.25
201901,0.21,8.4,3.03,-0.46,-0.8,-1.51,-8.68,-0.9971,-3.9593,-7.1445,0,0,-2.70,-5.05
201902,0.18,3.4,1.74,-2.67,0.12,-1.59,0.86,-2.5881,0.527,1.3807,0,0,0.28,-1.38
201903,0.19,1.1,-3.51,-4.17,0.9,-0.95,2.21,-0.4832,0.0942,0.6648,0,0,-0.18,0.23
201904,0.21,3.97,-1.17,2.15,1.61,-2.22,-2.97,-2.4268,1.8378,1.0612,0,0,1.65,1.73
201905,0.21,-6.94,-1.59,-2.37,-0.46,1.77,7.56,1.5221,0.6472,0.171,0,0,1.86,-0.77
201906,0.18,6.93,0.37,-0.71,0.9,-0.44,-2.3,-0.2681,-0.1339,-0.4102,0,0,2.00,-0.07
201907,0.19,1.19,-1.78,0.48,-0.08,0.36,2.89,0.1745,0.4834,1.3001,0,0,2.37,2.53
201908,0.16,-2.58,-3.24,-4.78,0.56,-0.68,6.92,-1.0153,1.8765,1.5138,0,0,4.41,0.78
201909,0.18,1.43,0.27,6.75,1.84,3.37,-6.81,2.9758,1.7112,-1.8618,0,0,-2.28,8.14
201910,0.16,2.06,0.26,-1.91,0.44,-0.96,0.15,-0.6405,0.8396,1.9432,0,0,0.02,1.26
201911,0.12,3.87,0.44,-2.02,-1.59,-1.24,-2.66,-1.0307,-1.3054,-0.6352,0,0,-0.36,-4.86
201912,0.14,2.77,0.97,1.75,0.01,1.24,-1.77,1.8016,-1.2858,-0.7662,0,0,-0.52,0.10
202001,0.13,-0.11,-4.38,-6.25,-1.17,-2.32,5.98,-2.3964,-0.4568,2.4581,0,0,-0.59,-4.74
202002,0.12,-8.13,0.04,-3.81,-1.47,-2.51,-0.4,-2.2206,-0.4626,1.5515,0,0,0.60,-5.19
202003,0.13,-13.39,-8.28,-13.87,-1.57,1.24,7.97,2.1202,5.8395,11.9071,0,0,6.39,-2.68
202004,0,13.65,2.56,-1.33,2.72,-1,-5.23,-0.1436,-1.9135,-2.7459,0,0,-2.45,-2.95
202005,0.01,5.58,1.97,-4.88,0.95,-3.26,0.43,-3.7099,-0.6115,0.7014,0,0,0.19,-3.19
202006,0.01,2.46,1.96,-2.2,0.09,0.54,-0.73,0.2574,1.1653,1.6956,0,0,4.39,0.26
202007,0.01,5.77,-3.2,-1.41,0.41,1.02,7.61,-1.3813,3.3555,1.3992,0,0,2.06,-2.32
202008,0.01,7.63,-0.89,-2.97,4.28,-1.19,0.55,-2.9853,-0.7089,-1.6697,0,0,2.45,-0.60
202009,0.01,-3.63,0.01,-2.71,-1.36,-1.85,3.12,-2.5136,1.1375,0.8072,0,0,-0.85,-1.64
202010,0.01,-2.1,4.64,4.25,-0.83,-0.78,-3.05,-0.4067,-2.6512,0.0726,0,0,-1.15,1.29
202011,0.01,12.47,7.11,2.09,-2.2,1.4,-12.43,3.1876,-14.3089,-9.8294,0,0,-2.32,-4.97
202012,0.01,4.63,4.79,-1.51,-1.96,-0.12,-2.32,-2.7157,-4.1575,-1.0062,0,0,-0.21,-3.01
202101,0.01,-0.03,6.94,3.01,-3.78,4.94,4.5,6.4987,-1.9992,-7.1561,0,0,-3.54,-2.08
202102,0,2.78,4.54,7.15,0.39,-1.94,-7.89,-0.6657,-6.1829,-5.6844,0,0,0.55,3.38
202103,0,3.08,-0.88,7.39,6.36,3.42,-6.14,4.6803,4.4253,-1.4957,0,0,-3.03,10.69
202104,0,4.93,-3.16,-0.95,2.44,-2.7,1.16,-3.3593,2.2228,2.1599,0,0,2.41,2.39
202105,0,0.29,1.22,7.09,2.45,3.04,0.88,4.4315,2.5653,-1.5652,0,0,2.53,6.31
202106,0,2.75,-0.34,-7.87,-2.14,-0.94,2.2,-2.5541,-1.2674,3.6784,0,0,-1.97,-5.88
202107,0,1.27,-4.61,-1.78,5.46,-0.52,-2.28,-1.5395,7.473,5.3209,0,0,0.47,3.31
202108,0,2.91,-0.68,-0.15,-0.28,-1.79,2.45,-2.054,1.2468,2.3736,0,0,0.20,-1.00
202109,0,-4.37,1.12,5.08,-1.96,2.1,1.49,3.2832,-1.7584,-4.6872,0,0,-0.02,-3.21
202110,0,6.65,-2.7,-0.49,1.66,-1.45,3.19,-2.2802,3.3116,3.3914,0,0,3.20,-3.20
202111,0,-1.55,-1.77,-0.45,7.2,1.73,0.88,-0.3591,8.3907,4.796,0,0,1.06,6.58
202112,0.01,3.1,-0.8,3.26,4.91,4.4,-2.6,5.2655,3.7494,1.2502,0,0,-0.12,8.92
202201,0,-6.25,-4.06,12.75,0.84,7.72,-2.6,10.3845,0.7958,-3.3889,0,0,-3.19,10.03
202202,0,-2.29,2.92,3.08,-2.09,3.12,1.76,3.6933,-2.3836,-4.2422,0,0,3.40,-2.82
202203,0.01,3.05,-2.17,-1.81,-1.53,3.14,3.01,3.2339,-0.112,-1.4303,0,0,-1.25,-2.05
202204,0.01,-9.46,-0.39,6.17,3.52,5.89,4.87,6.0285,4.6841,0.0161,0,0,-0.96,9.61
202205,0.03,-0.34,-0.06,8.39,1.56,3.97,2.43,5.733,1.064,1.2622,0,0,-1.35,4.24
202206,0.06,-8.43,1.3,-5.97,1.81,-4.69,0.75,-5.6119,1.0063,1.4046,0,0,-1.25,-2.71
202207,0.08,9.57,1.82,-4.05,0.82,-6.83,-3.95,-5.596,-2.0623,2.3743,0,0,-2.19,-3.04
202208,0.19,-3.77,1.52,0.29,-4.75,1.29,2.04,2.7022,-2.6136,-3.4257,0,0,-1.91,-0.87
202209,0.19,-9.35,-1.05,0.05,-1.51,-0.8,3.51,-0.3029,1.1599,1.6949,0,0,1.78,-1.20
202210,0.23,7.83,1.89,8.01,3.34,6.64,3.96,7.5208,5.1531,-0.895,0,0,-4.03,10.15
202211,0.29,4.6,-2.74,1.38,6.38,3.18,-1.98,2.1134,2.5263,1.3382,0,0,-2.99,5.86
202212,0.33,-6.41,-0.15,1.37,0.25,4.2,4.55,3.9516,-0.4662,-0.4092,0,0,2.35,3.54
202301,0.35,6.65,4.41,-4.01,-2.44,-4.47,-16.01,-5.4623,-4.2413,-2.0987,0,0,,
202302,0.34,-2.58,0.66,-0.81,1.01,-1.33,0.15,-1.3424,2.9243,1.9794,0,0,,
202303,0.36,2.51,-6.94,-8.85,2.24,-2.37,-2.47,-3.2743,1.1849,6.312,0,0,,
202304,0.35,0.61,-2.56,-0.04,2.42,2.86,1.62,3.0871,-1.0976,-0.5297,0,0,,
202305,0.36,0.35,-0.38,-7.72,-1.81,-7.22,-0.63,-6.9667,-1.1789,1.7062,0,0,,
202306,0.4,6.46,1.34,-0.26,2.18,-1.62,-2.37,-1.4515,4.2909,0.2824,0,0,,
202307,0.45,3.21,2.86,4.11,-0.57,0.57,-3.98,-0.5918,-0.6995,-1.0095,0,0,,
202308,0.45,-2.39,-3.65,-1.06,3.43,-2.37,3.77,-0.8323,5.1629,5.0538,0,0,,
202309,0.43,-5.24,-1.8,1.52,1.86,-0.83,0.26,-0.5022,3.3765,3.0499,0,0,,
202310,0.47,-3.19,-4.04,0.19,2.46,-0.66,1.73,-0.3951,5.771,4.6495,0,0,,
202311,0.44,8.84,-0.1,1.65,-3.89,-0.99,2.72,-2.2334,-3.8269,-3.2768,0,0,,
,,,,,,,,0.4286,-3.6554,-4.2574,0,0,,